OBJECTID;POINT_X;POINT_Y;OBJECTID_1;DPTO_CCDGO;MPIO_CCDGO;Shape_Leng;OBJECTID_2;MPIO_CNMBR;DESCRPCION;DEPTO;P_ENERSI;P_ENERNO;P_ALCANSI;P_ALCANNO;P_ACUESI;P_ACUENO;P_GASNSI;P_GASNNO;P_GASNNOIN;P_TELEFSI;P_TELEFNO;P_TELEFNOI;ShapeSTAre;ShapeSTLen
7047;-73.613817740000000;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7115;-74.713817750000000;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7116;-74.663817750000000;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7117;-74.613817749999900;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7118;-74.563817749999900;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7119;-74.513817750000000;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7120;-74.463817750000000;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7121;-74.413817750000000;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7122;-74.363817749999900;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7123;-74.313817749999900;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7124;-74.263817750000000;3.096386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7125;-74.213817750000000;3.096386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7126;-74.163817750000000;3.096386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7127;-74.113817749999900;3.096386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7128;-74.063817740000000;3.096386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7129;-74.013817739999900;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7130;-73.963817739999900;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7131;-73.913817739999900;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7132;-73.863817740000000;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7133;-73.813817740000000;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7134;-73.763817739999900;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7135;-73.713817739999900;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7136;-73.663817739999900;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7137;-73.613817740000000;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7138;-73.563817740000000;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7139;-73.513817739999900;3.096386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7204;-74.813817760000000;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7205;-74.763817759999900;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7206;-74.713817750000000;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7207;-74.663817750000000;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7208;-74.613817749999900;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7209;-74.563817749999900;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7210;-74.513817750000000;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7211;-74.463817750000000;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7212;-74.413817750000000;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7213;-74.363817749999900;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7214;-74.313817749999900;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7215;-74.263817750000000;3.046386590000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7216;-74.213817750000000;3.046386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7217;-74.163817750000000;3.046386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7218;-74.113817749999900;3.046386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7219;-74.063817740000000;3.046386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7220;-74.013817739999900;3.046386590000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7221;-73.963817739999900;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7222;-73.913817739999900;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7223;-73.863817740000000;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7224;-73.813817740000000;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7225;-73.763817739999900;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7226;-73.713817739999900;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7227;-73.663817739999900;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7228;-73.613817740000000;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7229;-73.563817740000000;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7230;-73.513817739999900;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7231;-73.463817739999900;3.046386590000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7296;-74.813817760000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7297;-74.763817759999900;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7298;-74.713817750000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7299;-74.663817750000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7300;-74.613817749999900;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7301;-74.563817749999900;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7302;-74.513817750000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7303;-74.463817750000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7304;-74.413817750000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7305;-74.363817749999900;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7306;-74.313817749999900;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7307;-74.263817750000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7308;-74.213817750000000;2.996386589000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7309;-74.163817750000000;2.996386589000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7310;-74.113817749999900;2.996386589000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7311;-74.063817740000000;2.996386589000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7312;-74.013817739999900;2.996386589000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7313;-73.963817739999900;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7314;-73.913817739999900;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7315;-73.863817740000000;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7316;-73.813817740000000;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7317;-73.763817739999900;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7318;-73.713817739999900;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7319;-73.663817739999900;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7320;-73.613817740000000;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7321;-73.563817740000000;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7322;-73.513817739999900;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7323;-73.463817739999900;2.996386589000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7387;-74.863817760000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7388;-74.813817760000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7389;-74.763817759999900;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7390;-74.713817750000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7391;-74.663817750000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7392;-74.613817749999900;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7393;-74.563817749999900;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7394;-74.513817750000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7395;-74.463817750000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7396;-74.413817750000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7397;-74.363817749999900;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7398;-74.313817749999900;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7399;-74.263817750000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7400;-74.213817750000000;2.946386588000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7401;-74.163817750000000;2.946386588000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7402;-74.113817749999900;2.946386588000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7403;-74.063817740000000;2.946386588000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7404;-74.013817739999900;2.946386588000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7405;-73.963817739999900;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7406;-73.913817739999900;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7407;-73.863817740000000;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7408;-73.813817740000000;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7409;-73.763817739999900;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7410;-73.713817739999900;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7411;-73.663817739999900;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7412;-73.613817740000000;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7413;-73.563817740000000;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7414;-73.513817739999900;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7415;-73.463817739999900;2.946386588000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7479;-74.763817759999900;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7480;-74.713817750000000;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7481;-74.663817750000000;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7482;-74.613817749999900;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7483;-74.563817749999900;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7484;-74.513817750000000;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7485;-74.463817750000000;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7486;-74.413817750000000;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7487;-74.363817749999900;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7488;-74.313817749999900;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7489;-74.263817750000000;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7490;-74.213817750000000;2.896386587000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7491;-74.163817750000000;2.896386587000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7492;-74.113817749999900;2.896386587000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7493;-74.063817740000000;2.896386587000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7494;-74.013817739999900;2.896386587000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7495;-73.963817739999900;2.896386587000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7496;-73.913817739999900;2.896386587000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7497;-73.863817740000000;2.896386587000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7498;-73.813817740000000;2.896386587000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7499;-73.763817739999900;2.896386587000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
