OBJECTID;POINT_X;POINT_Y;OBJECTID_1;DPTO_CCDGO;MPIO_CCDGO;Shape_Leng;OBJECTID_2;MPIO_CNMBR;DESCRPCION;DEPTO;P_ENERSI;P_ENERNO;P_ALCANSI;P_ALCANNO;P_ACUESI;P_ACUENO;P_GASNSI;P_GASNNO;P_GASNNOIN;P_TELEFSI;P_TELEFNO;P_TELEFNOI;ShapeSTAre;ShapeSTLen
6487;-74.163817750000000;3.446386596000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6488;-74.113817749999900;3.446386596000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6489;-74.063817740000000;3.446386596000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6573;-74.613817749999900;3.396386595000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6574;-74.563817749999900;3.396386595000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6575;-74.513817750000000;3.396386595000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6576;-74.463817750000000;3.396386595000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6577;-74.413817750000000;3.396386595000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6578;-74.363817749999900;3.396386595000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6579;-74.313817749999900;3.396386595000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6580;-74.263817750000000;3.396386595000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6581;-74.213817750000000;3.396386595000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6582;-74.163817750000000;3.396386595000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6583;-74.113817749999900;3.396386595000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6584;-74.063817740000000;3.396386595000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6585;-74.013817739999900;3.396386595000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6666;-74.613817749999900;3.346386594000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6667;-74.563817749999900;3.346386594000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6668;-74.513817750000000;3.346386594000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6669;-74.463817750000000;3.346386594000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6670;-74.413817750000000;3.346386594000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6671;-74.363817749999900;3.346386594000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6672;-74.313817749999900;3.346386594000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6673;-74.263817750000000;3.346386594000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6674;-74.213817750000000;3.346386594000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6675;-74.163817750000000;3.346386594000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6676;-74.113817749999900;3.346386594000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6677;-74.063817740000000;3.346386594000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6678;-74.013817739999900;3.346386594000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6755;-74.613817749999900;3.296386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6756;-74.563817749999900;3.296386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6757;-74.513817750000000;3.296386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6758;-74.463817750000000;3.296386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6759;-74.413817750000000;3.296386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6760;-74.363817749999900;3.296386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6761;-74.313817749999900;3.296386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6762;-74.263817750000000;3.296386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6763;-74.213817750000000;3.296386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6764;-74.163817750000000;3.296386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6765;-74.113817749999900;3.296386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6766;-74.063817740000000;3.296386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6767;-74.013817739999900;3.296386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6846;-74.613817749999900;3.246386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6847;-74.563817749999900;3.246386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6848;-74.513817750000000;3.246386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6849;-74.463817750000000;3.246386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6850;-74.413817750000000;3.246386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6851;-74.363817749999900;3.246386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6852;-74.313817749999900;3.246386593000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6853;-74.263817750000000;3.246386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6854;-74.213817750000000;3.246386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6855;-74.163817750000000;3.246386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6856;-74.113817749999900;3.246386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6857;-74.063817740000000;3.246386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6858;-74.013817739999900;3.246386593000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6936;-74.663817750000000;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6937;-74.613817749999900;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6938;-74.563817749999900;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6939;-74.513817750000000;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6940;-74.463817750000000;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6941;-74.413817750000000;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6942;-74.363817749999900;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6943;-74.313817749999900;3.196386592000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
6944;-74.263817750000000;3.196386592000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6945;-74.213817750000000;3.196386592000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6946;-74.163817750000000;3.196386592000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6947;-74.113817749999900;3.196386592000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6948;-74.063817740000000;3.196386592000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
6952;-73.863817740000000;3.196386592000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
6953;-73.813817740000000;3.196386592000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
6954;-73.763817739999900;3.196386592000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7025;-74.713817750000000;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7026;-74.663817750000000;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7027;-74.613817749999900;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7028;-74.563817749999900;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7029;-74.513817750000000;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7030;-74.463817750000000;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7031;-74.413817750000000;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7032;-74.363817749999900;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7033;-74.313817749999900;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7034;-74.263817750000000;3.146386591000000;920;50;370;5.016808380000000;106;LA URIBE;AREA # 50370;META;426;1362;451;1337;450;1338;0;1788;0;10;1736;42;6498558202.350010000000000;556468.632024709000000
7035;-74.213817750000000;3.146386591000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7036;-74.163817750000000;3.146386591000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7037;-74.113817749999900;3.146386591000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7038;-74.063817740000000;3.146386591000000;919;50;330;3.603201180000000;104;MESETAS;AREA # 50330;META;930;278;788;420;954;254;0;1208;0;227;979;2;2302971759.667340000000000;398943.278888233000000
7039;-74.013817739999900;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7040;-73.963817739999900;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7041;-73.913817739999900;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7042;-73.863817740000000;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7043;-73.813817740000000;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7044;-73.763817739999900;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7045;-73.713817739999900;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
7046;-73.663817739999900;3.146386591000000;931;50;711;5.787061820000000;118;VISTA HERMOSA;AREA # 50711;META;2053;1071;1706;1418;1863;1261;0;3124;0;225;2856;43;4862604407.627720000000000;636819.292918262000000
